instancia,items,ancho,opt_conocido,OPT_ref,H_BL,H_PSO,Hopt_BL,Hopt_PSO,ms
2001WangValenzuelaPath33.200.csv,200,100.0000,true,100.0000,145.3579,126.5855,1.453579,1.265855,760
2001WangValenzuelaPath33.25.csv,25,100.0000,true,100.0000,146.0168,121.7962,1.460168,1.217962,24
2001WangValenzuelaPath33.50.csv,50,100.0000,true,100.0000,147.9189,123.3302,1.479189,1.233302,75
2001WangValenzuelaPath34.100.csv,100,100.0000,true,100.0000,138.5431,122.0788,1.385431,1.220788,368
2001WangValenzuelaPath34.200.csv,200,100.0000,true,100.0000,117.1705,115.8703,1.171705,1.158703,977
2001WangValenzuelaPath34.25.csv,25,100.0000,true,100.0000,134.0347,121.5374,1.340347,1.215374,29
2001WangValenzuelaPath34.50.csv,50,100.0000,true,100.0000,161.3440,119.0965,1.613440,1.190965,99
2001WangValenzuelaPath35.100.csv,100,100.0000,true,100.0000,138.3516,123.1179,1.383516,1.231179,150
2001WangValenzuelaPath35.200.csv,200,100.0000,true,100.0000,135.5448,122.5815,1.355448,1.225815,406
2001WangValenzuelaPath35.25.csv,25,100.0000,true,100.0000,137.5045,109.6401,1.375045,1.096401,20
2001WangValenzuelaPath35.50.csv,50,100.0000,true,100.0000,139.6300,113.2048,1.396300,1.132048,53
2001WangValenzuelaPath36.100.csv,100,100.0000,true,100.0000,137.2680,125.2556,1.372680,1.252556,101
2001WangValenzuelaPath36.200.csv,200,100.0000,true,100.0000,151.7018,124.4373,1.517018,1.244373,328
2001WangValenzuelaPath36.25.csv,25,100.0000,true,100.0000,200.0000,135.9798,2.000000,1.359798,15
2001WangValenzuelaPath36.50.csv,50,100.0000,true,100.0000,221.1864,126.8526,2.211864,1.268526,38
2001WangValenzuelaPath37.100.csv,100,100.0000,true,100.0000,129.8745,117.8620,1.298745,1.178620,281
2001WangValenzuelaPath37.200.csv,200,100.0000,true,100.0000,149.7336,127.6701,1.497336,1.276701,1162
2001WangValenzuelaPath37.25.csv,25,100.0000,true,100.0000,133.7277,121.6131,1.337277,1.216131,28
2001WangValenzuelaPath37.50.csv,50,100.0000,true,100.0000,156.7838,122.8993,1.567838,1.228993,82
2001WangValenzuelaPath38.100.csv,100,100.0000,true,100.0000,132.6927,121.7287,1.326927,1.217287,237
2001WangValenzuelaPath38.200.csv,200,100.0000,true,100.0000,123.9028,122.3250,1.239028,1.223250,781
2001WangValenzuelaPath38.25.csv,25,100.0000,true,100.0000,112.1260,111.2971,1.121260,1.112971,20
2001WangValenzuelaPath38.50.csv,50,100.0000,true,100.0000,150.6942,117.7032,1.506942,1.177032,65
2001WangValenzuelaPath39.100.csv,100,100.0000,true,100.0000,166.8316,138.5980,1.668316,1.385980,124
2001WangValenzuelaPath39.200.csv,200,100.0000,true,100.0000,194.8386,135.9163,1.948386,1.359163,390
2001WangValenzuelaPath39.25.csv,25,100.0000,true,100.0000,220.1151,117.0367,2.201151,1.170367,15
2001WangValenzuelaPath39.50.csv,50,100.0000,true,100.0000,143.8095,125.2171,1.438095,1.252171,47
2001WangValenzuelaPath4.100.csv,100,100.0000,true,100.0000,133.2165,123.1472,1.332165,1.231472,226
2001WangValenzuelaPath4.1t.csv,1000,100.0000,true,100.0000,134.5341,124.2467,1.345341,1.242467,5419
2001WangValenzuelaPath4.200.csv,200,100.0000,true,100.0000,129.8081,126.0195,1.298081,1.260195,823
2001WangValenzuelaPath4.25.csv,25,100.0000,true,100.0000,140.8245,112.9324,1.408245,1.129324,25
2001WangValenzuelaPath4.2t.csv,2000,100.0000,true,100.0000,125.3430,125.3430,1.253430,1.253430,6591
2001WangValenzuelaPath4.50.csv,50,100.0000,true,100.0000,159.7092,117.1790,1.597092,1.171790,72
2001WangValenzuelaPath4.500.csv,500,100.0000,true,100.0000,127.9698,126.4961,1.279698,1.264961,1325
2001WangValenzuelaPath4.5t.csv,5000,100.0000,true,100.0000,117.5595,117.5595,1.175595,1.175595,19019
2001WangValenzuelaPath40.100.csv,100,100.0000,true,100.0000,149.0132,115.0697,1.490132,1.150697,312
2001WangValenzuelaPath40.200.csv,200,100.0000,true,100.0000,136.3907,123.0261,1.363907,1.230261,1045
2001WangValenzuelaPath40.25.csv,25,100.0000,true,100.0000,145.2977,115.7809,1.452977,1.157809,27
2001WangValenzuelaPath40.50.csv,50,100.0000,true,100.0000,185.2077,120.2734,1.852077,1.202734,86
2001WangValenzuelaPath41.100.csv,100,100.0000,true,100.0000,141.4881,123.4526,1.414881,1.234526,355
2001WangValenzuelaPath41.200.csv,200,100.0000,true,100.0000,129.4973,124.4535,1.294973,1.244535,1441
2001WangValenzuelaPath41.25.csv,25,100.0000,true,100.0000,118.3539,114.3626,1.183539,1.143626,29
2001WangValenzuelaPath41.50.csv,50,100.0000,true,100.0000,150.2408,129.3197,1.502408,1.293197,108
2001WangValenzuelaPath42.100.csv,100,100.0000,true,100.0000,164.6841,134.5240,1.646841,1.345240,128
2001WangValenzuelaPath42.200.csv,200,100.0000,true,100.0000,149.7107,126.0002,1.497107,1.260002,427
2001WangValenzuelaPath42.25.csv,25,100.0000,true,100.0000,161.6092,115.6385,1.616092,1.156385,18
2001WangValenzuelaPath42.50.csv,50,100.0000,true,100.0000,130.8971,120.7930,1.308971,1.207930,49
2001WangValenzuelaPath43.100.csv,100,100.0000,true,100.0000,135.2157,120.8263,1.352157,1.208263,170
2001WangValenzuelaPath43.200.csv,200,100.0000,true,100.0000,140.6009,127.5304,1.406009,1.275304,573
2001WangValenzuelaPath43.25.csv,25,100.0000,true,100.0000,129.2684,113.6606,1.292683,1.136606,21
2001WangValenzuelaPath43.50.csv,50,100.0000,true,100.0000,138.4253,116.0672,1.384253,1.160672,66
2001WangValenzuelaPath44.100.csv,100,100.0000,true,100.0000,134.0465,116.1833,1.340465,1.161833,193
2001WangValenzuelaPath44.200.csv,200,100.0000,true,100.0000,140.7547,123.7787,1.407547,1.237787,693
2001WangValenzuelaPath44.25.csv,25,100.0000,true,100.0000,134.4896,113.8140,1.344896,1.138140,25
2001WangValenzuelaPath44.50.csv,50,100.0000,true,100.0000,157.4172,116.7104,1.574172,1.167104,71
2001WangValenzuelaPath45.100.csv,100,100.0000,true,100.0000,137.8375,123.1106,1.378375,1.231106,238
2001WangValenzuelaPath45.200.csv,200,100.0000,true,100.0000,156.6388,128.5684,1.566388,1.285684,733
2001WangValenzuelaPath45.25.csv,25,100.0000,true,100.0000,171.1077,114.5536,1.711077,1.145536,24
2001WangValenzuelaPath45.50.csv,50,100.0000,true,100.0000,174.2586,117.3976,1.742586,1.173976,70
2001WangValenzuelaPath46.100.csv,100,100.0000,true,100.0000,154.0827,123.7935,1.540827,1.237935,126
2001WangValenzuelaPath46.200.csv,200,100.0000,true,100.0000,159.3847,136.5459,1.593847,1.365459,467
2001WangValenzuelaPath46.25.csv,25,100.0000,true,100.0000,115.3808,107.9959,1.153808,1.079959,19
2001WangValenzuelaPath46.50.csv,50,100.0000,true,100.0000,120.2515,111.1350,1.202515,1.111350,48
2001WangValenzuelaPath47.100.csv,100,100.0000,true,100.0000,146.6209,131.3091,1.466209,1.313091,181
2001WangValenzuelaPath47.200.csv,200,100.0000,true,100.0000,133.1596,129.3281,1.331596,1.293281,668
2001WangValenzuelaPath47.25.csv,25,100.0000,true,100.0000,182.2594,116.8920,1.822594,1.168920,21
2001WangValenzuelaPath47.50.csv,50,100.0000,true,100.0000,177.7157,126.3232,1.777157,1.263232,60
2001WangValenzuelaPath48.100.csv,100,100.0000,true,100.0000,167.5470,123.3647,1.675470,1.233647,167
2001WangValenzuelaPath48.200.csv,200,100.0000,true,100.0000,132.9707,130.0300,1.329707,1.300300,573
2001WangValenzuelaPath48.25.csv,25,100.0000,true,100.0000,123.7202,113.0027,1.237202,1.130027,21
2001WangValenzuelaPath48.50.csv,50,100.0000,true,100.0000,167.8835,115.6248,1.678835,1.156248,54
2001WangValenzuelaPath49.100.csv,100,100.0000,true,100.0000,178.5320,132.7055,1.785320,1.327055,174
2001WangValenzuelaPath49.200.csv,200,100.0000,true,100.0000,157.1410,137.7118,1.571410,1.377118,584
2001WangValenzuelaPath49.25.csv,25,100.0000,true,100.0000,154.2790,118.6705,1.542790,1.186705,20
2001WangValenzuelaPath49.50.csv,50,100.0000,true,100.0000,150.8340,126.6384,1.508340,1.266384,58
2001WangValenzuelaPath5.100.csv,100,100.0000,true,100.0000,146.3272,123.8984,1.463272,1.238984,203
2001WangValenzuelaPath5.1t.csv,1000,100.0000,true,100.0000,128.6567,128.4036,1.286567,1.284036,5141
2001WangValenzuelaPath5.200.csv,200,100.0000,true,100.0000,132.0117,126.4546,1.320117,1.264546,730
2001WangValenzuelaPath5.25.csv,25,100.0000,true,100.0000,177.5428,115.8833,1.775428,1.158833,23
2001WangValenzuelaPath5.2t.csv,2000,100.0000,true,100.0000,124.4590,124.4590,1.244590,1.244590,6932
2001WangValenzuelaPath5.50.csv,50,100.0000,true,100.0000,175.6723,118.5824,1.756723,1.185824,62
2001WangValenzuelaPath5.500.csv,500,100.0000,true,100.0000,128.1902,123.5320,1.281902,1.235320,1183
2001WangValenzuelaPath5.5t.csv,5000,100.0000,true,100.0000,119.9159,119.9159,1.199159,1.199159,18225
2001WangValenzuelaPath50.100.csv,100,100.0000,true,100.0000,165.4480,121.8017,1.654480,1.218017,147
2001WangValenzuelaPath50.200.csv,200,100.0000,true,100.0000,165.4480,129.0945,1.654480,1.290945,493
2001WangValenzuelaPath50.25.csv,25,100.0000,true,100.0000,131.2843,113.5302,1.312843,1.135302,17
2001WangValenzuelaPath50.50.csv,50,100.0000,true,100.0000,130.2742,118.1436,1.302742,1.181436,46
2001WangValenzuelaPath6.100.csv,100,100.0000,true,100.0000,151.6104,121.8872,1.516104,1.218872,136
2001WangValenzuelaPath6.1t.csv,1000,100.0000,true,100.0000,127.0509,123.5979,1.270509,1.235979,2754
2001WangValenzuelaPath6.200.csv,200,100.0000,true,100.0000,141.2130,125.1526,1.412130,1.251526,430
2001WangValenzuelaPath6.25.csv,25,100.0000,true,100.0000,153.4442,114.1109,1.534442,1.141109,19
2001WangValenzuelaPath6.2t.csv,2000,100.0000,true,100.0000,123.4053,121.7894,1.234053,1.217894,3699
2001WangValenzuelaPath6.50.csv,50,100.0000,true,100.0000,163.7302,116.4153,1.637302,1.164153,49
2001WangValenzuelaPath6.500.csv,500,100.0000,true,100.0000,130.4490,130.4490,1.304490,1.304490,687
2001WangValenzuelaPath6.5t.csv,5000,100.0000,true,100.0000,119.2724,119.1052,1.192724,1.191052,9370
2001WangValenzuelaPath7.100.csv,100,100.0000,true,100.0000,184.1116,123.6672,1.841116,1.236672,189
2001WangValenzuelaPath7.1t.csv,1000,100.0000,true,100.0000,121.6593,121.6593,1.216593,1.216593,5826
2001WangValenzuelaPath7.200.csv,200,100.0000,true,100.0000,128.3064,127.8306,1.283064,1.278306,779
2001WangValenzuelaPath7.25.csv,25,100.0000,true,100.0000,162.0992,125.6750,1.620992,1.256750,20
2001WangValenzuelaPath7.2t.csv,2000,100.0000,true,100.0000,121.0789,121.0789,1.210789,1.210789,7639
2001WangValenzuelaPath7.50.csv,50,100.0000,true,100.0000,154.3003,124.4539,1.543003,1.244539,59
2001WangValenzuelaPath7.500.csv,500,100.0000,true,100.0000,124.5112,124.5112,1.245112,1.245112,1456
2001WangValenzuelaPath7.5t.csv,5000,100.0000,true,100.0000,118.0926,118.0926,1.180926,1.180926,20911
2001WangValenzuelaPath8.100.csv,100,100.0000,true,100.0000,187.6386,122.5313,1.876386,1.225313,198
2001WangValenzuelaPath8.1t.csv,1000,100.0000,true,100.0000,122.3348,122.3348,1.223348,1.223348,4945
2001WangValenzuelaPath8.200.csv,200,100.0000,true,100.0000,134.7516,128.9108,1.347516,1.289108,704
2001WangValenzuelaPath8.25.csv,25,100.0000,true,100.0000,170.4176,119.7624,1.704176,1.197624,24
2001WangValenzuelaPath8.2t.csv,2000,100.0000,true,100.0000,122.6472,122.6472,1.226472,1.226472,6492
2001WangValenzuelaPath8.50.csv,50,100.0000,true,100.0000,192.5903,127.4874,1.925903,1.274874,67
2001WangValenzuelaPath8.500.csv,500,100.0000,true,100.0000,127.6150,127.6150,1.276150,1.276150,1255
2001WangValenzuelaPath8.5t.csv,5000,100.0000,true,100.0000,119.3432,119.3432,1.193432,1.193432,17951
2001WangValenzuelaPath9.100.csv,100,100.0000,true,100.0000,158.5573,120.6397,1.585573,1.206397,225
2001WangValenzuelaPath9.1t.csv,1000,100.0000,true,100.0000,128.9735,125.9929,1.289735,1.259929,3377
2001WangValenzuelaPath9.200.csv,200,100.0000,true,100.0000,157.0728,130.6630,1.570728,1.306630,706
2001WangValenzuelaPath9.25.csv,24,100.0000,true,100.0000,100.0000,100.0000,1.000000,1.000000,29
2001WangValenzuelaPath9.2t.csv,2000,100.0000,true,100.0000,122.4003,122.4003,1.224003,1.224003,4521
2001WangValenzuelaPath9.50.csv,50,100.0000,true,100.0000,143.6414,119.9801,1.436414,1.199801,65
2001WangValenzuelaPath9.500.csv,500,100.0000,true,100.0000,138.9595,136.7348,1.389595,1.367348,837
2001WangValenzuelaPath9.5t.csv,5000,100.0000,true,100.0000,122.9375,122.9375,1.229375,1.229375,10837
2004BurkeKendallWhitwellN1.csv,10,40.0000,true,40.0000,40.0000,40.0000,1.000000,1.000000,5
2004BurkeKendallWhitwellN10.csv,200,70.0000,true,150.0000,172.0000,166.0000,1.146667,1.106667,201
2004BurkeKendallWhitwellN11.csv,300,70.0000,true,150.0000,210.0000,183.0000,1.400000,1.220000,109
2004BurkeKendallWhitwellN12.csv,500,100.0000,true,300.0000,370.0000,350.0000,1.233333,1.166667,256
2004BurkeKendallWhitwellN2.csv,20,30.0000,true,50.0000,72.0000,55.0000,1.440000,1.100000,11
2004BurkeKendallWhitwellN3.csv,30,30.0000,true,50.0000,57.0000,54.0000,1.140000,1.080000,23
2004BurkeKendallWhitwellN4.csv,40,80.0000,true,80.0000,90.0000,90.0000,1.125000,1.125000,36
2004BurkeKendallWhitwellN5.csv,50,100.0000,true,100.0000,131.0000,112.0000,1.310000,1.120000,37
2004BurkeKendallWhitwellN6.csv,60,50.0000,true,100.0000,126.0000,118.0000,1.260000,1.180000,46
2004BurkeKendallWhitwellN7.csv,70,80.0000,true,100.0000,118.0000,113.0000,1.180000,1.130000,76
2004BurkeKendallWhitwellN8.csv,80,100.0000,true,80.0000,96.0000,90.0000,1.200000,1.125000,101
2004BurkeKendallWhitwellN9.csv,100,50.0000,true,150.0000,209.0000,178.0000,1.393333,1.186667,89
babu.csv,50,1000.0000,true,375.0000,400.0000,400.0000,1.066667,1.066667,49
CX100.csv,100,400.0000,true,600.0000,784.0000,725.0000,1.306667,1.208333,110
CX1000.csv,1000,400.0000,true,600.0000,749.0000,749.0000,1.248333,1.248333,1137
CX10000.csv,10000,400.0000,true,600.0000,678.0000,678.0000,1.130000,1.130000,7270
CX15000.csv,15000,400.0000,true,600.0000,660.0000,660.0000,1.100000,1.100000,12069
CX50.csv,49,400.0000,true,600.0000,728.0000,651.0000,1.213333,1.085000,50
CX500.csv,500,400.0000,true,600.0000,810.0000,721.0000,1.350000,1.201667,369
CX5000.csv,5000,400.0000,true,600.0000,684.0000,684.0000,1.140000,1.140000,2866
